game_id,game_date,team_id,player_id,season,season_type,minutes,realised_off_possessions,turnovers,turnovers_per_100_off_poss,player_tendency_loo,opponent_team_id,opponent_pressure_loo,opponent_pressure_pregame,opponent_pregame_games,opponent_defrtg_loo,opponent_defrtg_pregame
1022100001,2021-05-14,1611661325,1628927,2021,Regular Season,20.083333333333332,40,0,0.0,3.290529695024077,1611661313,15.265998457979954,17.190122272836252,0,105.31996915959907,101.26468472788301
1022100001,2021-05-14,1611661325,1629479,2021,Regular Season,31.416666666666668,66,4,6.0606060606060606,3.091482649842271,1611661313,15.265998457979954,17.190122272836252,0,105.31996915959907,101.26468472788301
1022100001,2021-05-14,1611661325,1630437,2021,Regular Season,2.5166666666666666,5,1,20.0,1.3888888888888888,1611661313,15.265998457979954,17.190122272836252,0,105.31996915959907,101.26468472788301
1022100001,2021-05-14,1611661325,1630438,2021,Regular Season,12.483333333333333,25,0,0.0,5.279503105590062,1611661313,15.265998457979954,17.190122272836252,0,105.31996915959907,101.26468472788301
1022100002,2021-05-14,1611661323,201886,2021,Regular Season,35.6,68,4,5.882352941176471,3.5731076633756467,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,201896,2021,Regular Season,29.716666666666665,57,1,1.7543859649122806,3.146067415730337,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1627673,2021,Regular Season,29.816666666666666,57,5,8.771929824561404,4.440789473684211,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1628280,2021,Regular Season,22.95,45,1,2.2222222222222223,3.770739064856712,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1629492,2021,Regular Season,12.1,24,1,4.166666666666667,3.6437246963562755,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1629567,2021,Regular Season,28.533333333333335,56,3,5.357142857142857,2.241112828438949,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1630096,2021,Regular Season,10.483333333333333,21,3,14.285714285714286,4.691358024691358,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1630097,2021,Regular Season,14.516666666666667,29,1,3.4482758620689653,2.636916835699797,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661323,1630120,2021,Regular Season,13.083333333333334,27,1,3.7037037037037037,1.2658227848101267,1611661330,19.0686471296668,17.190122272836252,0,105.17864311521477,101.26468472788301
1022100002,2021-05-14,1611661330,203015,2021,Regular Season,11.966666666666667,22,0,0.0,0.6666666666666666,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,203403,2021,Regular Season,31.4,61,1,1.639344262295082,3.7943696450428397,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,203824,2021,Regular Season,27.416666666666668,52,3,5.769230769230769,3.1944444444444446,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,204322,2021,Regular Season,20.133333333333333,39,1,2.5641025641025643,1.7349063150589867,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,204325,2021,Regular Season,10.466666666666667,22,0,0.0,2.6528258362168398,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,1627675,2021,Regular Season,36.75,71,3,4.225352112676056,2.602934216753431,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,1628881,2021,Regular Season,19.866666666666667,39,2,5.128205128205129,2.949438202247191,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,1630150,2021,Regular Season,25.883333333333333,52,3,5.769230769230769,3.816793893129771,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100002,2021-05-14,1611661330,1630462,2021,Regular Season,16.116666666666667,32,0,0.0,3.715498938428875,1611661323,18.71958068139274,17.190122272836252,0,93.74766005241483,101.26468472788301
1022100003,2021-05-14,1611661317,100940,2021,Regular Season,31.716666666666665,68,2,2.9411764705882355,5.161734342739161,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,203035,2021,Regular Season,15.3,32,0,0.0,2.679738562091503,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,203398,2021,Regular Season,37.9,78,3,3.8461538461538463,3.3243138770776963,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,203400,2021,Regular Season,34.46666666666667,69,2,2.898550724637681,3.874538745387454,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,204332,2021,Regular Season,6.15,14,1,7.142857142857143,1.7543859649122806,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,1628915,2021,Regular Season,33.666666666666664,69,2,2.898550724637681,2.748763056624519,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,1629482,2021,Regular Season,4.85,11,0,0.0,1.7446471054718478,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,1629488,2021,Regular Season,35.25,72,1,1.3888888888888888,2.318271119842829,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661317,1629501,2021,Regular Season,0.7,2,0,0.0,2.9962546816479403,1611661324,17.433697347893915,17.190122272836252,0,98.71294851794072,101.26468472788301
1022100003,2021-05-14,1611661324,201480,2021,Regular Season,30.4,64,4,6.25,3.727714748784441,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,203024,2021,Regular Season,31.966666666666665,64,2,3.125,3.925233644859813,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,203825,2021,Regular Season,35.9,73,0,0.0,2.0120724346076457,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,203831,2021,Regular Season,12.783333333333333,25,2,8.0,2.3715415019762847,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,1627671,2021,Regular Season,8.883333333333333,21,0,0.0,3.784570596797671,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,1627672,2021,Regular Season,30.133333333333333,62,3,4.838709677419355,6.9073783359497645,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,1629491,2021,Regular Season,4.85,11,0,0.0,3.982300884955752,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,1629524,2021,Regular Season,12.366666666666667,26,2,7.6923076923076925,2.029220779220779,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100003,2021-05-14,1611661324,1630101,2021,Regular Season,32.71666666666667,64,1,1.5625,3.609515996718622,1611661317,13.961235614778921,17.190122272836252,0,102.90732889158086,101.26468472788301
1022100004,2021-05-14,1611661320,201911,2021,Regular Season,24.2,53,3,5.660377358490566,2.9804727646454263,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,203014,2021,Regular Season,26.333333333333332,59,1,1.694915254237288,3.629417382999045,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,203823,2021,Regular Season,27.183333333333334,61,1,1.639344262295082,2.380952380952381,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,204365,2021,Regular Season,19.416666666666668,43,3,6.976744186046512,4.635761589403973,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,1627678,2021,Regular Season,13.6,30,0,0.0,3.5472972972972974,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,1628269,2021,Regular Season,19.683333333333334,46,4,8.695652173913043,2.6973684210526314,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,1628279,2021,Regular Season,26.583333333333332,60,1,1.6666666666666667,2.4858757062146895,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,1630099,2021,Regular Season,17.483333333333334,40,1,2.5,4.3076923076923075,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,1630441,2021,Regular Season,8.166666666666666,20,0,0.0,2.2222222222222223,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661320,1630444,2021,Regular Season,17.366666666666667,38,1,2.6315789473684212,0.0,1611661321,16.294820717131476,17.190122272836252,0,104.5019920318725,101.26468472788301
1022100004,2021-05-14,1611661321,203866,2021,Regular Season,27.883333333333333,60,2,3.3333333333333335,1.7188459177409454,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,204330,2021,Regular Season,19.266666666666666,46,3,6.521739130434782,3.0349013657056148,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1627669,2021,Regular Season,19.033333333333335,41,3,7.317073170731708,4.1965199590583415,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1628277,2021,Regular Season,36.21666666666667,82,3,3.658536585365854,2.391629297458894,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1629481,2021,Regular Season,19.7,43,6,13.953488372093023,3.1626506024096384,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1629497,2021,Regular Season,19.35,45,4,8.88888888888889,4.227212681638045,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1630093,2021,Regular Season,6.633333333333333,15,1,6.666666666666667,2.3225806451612905,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1630112,2021,Regular Season,21.483333333333334,48,2,4.166666666666667,3.048780487804878,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1630389,2021,Regular Season,1.8166666666666667,5,0,0.0,4.181818181818182,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1630440,2021,Regular Season,2.4,6,0,0.0,1.7391304347826086,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100004,2021-05-14,1611661321,1630454,2021,Regular Season,26.216666666666665,59,2,3.389830508474576,1.7741935483870968,1611661320,22.712283594394066,17.190122272836252,0,97.81533388293487,101.26468472788301
1022100005,2021-05-15,1611661322,201507,2021,Regular Season,22.233333333333334,45,2,4.444444444444445,2.3404255319148937,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,201919,2021,Regular Season,15.933333333333334,32,0,0.0,2.7186761229314422,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,202250,2021,Regular Season,31.65,66,3,4.545454545454546,3.229527104959631,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,203849,2021,Regular Season,19.0,37,1,2.7027027027027026,3.3582089552238807,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,204333,2021,Regular Season,29.783333333333335,62,1,1.6129032258064515,3.534430225472273,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,1627687,2021,Regular Season,5.666666666666667,10,0,0.0,0.0,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,1628282,2021,Regular Season,3.8833333333333333,7,0,0.0,2.3788546255506606,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,1628286,2021,Regular Season,23.7,49,3,6.122448979591836,2.556390977443609,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,1628878,2021,Regular Season,21.316666666666666,43,2,4.651162790697675,3.303471444568869,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,1629506,2021,Regular Season,14.816666666666666,31,1,3.225806451612903,2.0689655172413794,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661322,1630118,2021,Regular Season,12.05,23,1,4.3478260869565215,10.256410256410257,1611661329,18.589360430364614,17.190122272836252,0,99.34249850567842,101.26468472788301
1022100005,2021-05-15,1611661329,201496,2021,Regular Season,25.016666666666666,54,4,7.407407407407407,4.136789851075565,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,201516,2021,Regular Season,23.15,46,1,2.1739130434782608,2.321814254859611,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,202664,2021,Regular Season,28.45,59,2,3.389830508474576,4.974932510605476,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,203828,2021,Regular Season,21.116666666666667,46,3,6.521739130434782,3.1026252983293556,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,203838,2021,Regular Season,18.666666666666668,33,1,3.0303030303030303,2.132998745294856,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,204327,2021,Regular Season,11.55,21,0,0.0,17.391304347826086,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,1627674,2021,Regular Season,26.833333333333332,57,2,3.508771929824561,3.043308622707764,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,1628890,2021,Regular Season,28.316666666666666,55,1,1.8181818181818181,3.7688442211055277,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,1630113,2021,Regular Season,14.3,25,0,0.0,1.7647058823529411,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100005,2021-05-15,1611661329,1630137,2021,Regular Season,2.6,4,0,0.0,4.819277108433735,1611661322,17.87302871006874,17.190122272836252,0,105.37808329963607,101.26468472788301
1022100006,2021-05-15,1611661319,202633,2021,Regular Season,19.333333333333332,40,0,0.0,3.7249283667621778,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,203029,2021,Regular Season,23.3,53,0,0.0,1.2339331619537275,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,203833,2021,Regular Season,31.466666666666665,65,3,4.615384615384615,4.26629160806376,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,204324,2021,Regular Season,22.65,46,1,2.1739130434782608,2.783048703352309,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,1628276,2021,Regular Season,26.283333333333335,53,1,1.8867924528301887,3.4047919293820934,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,1628917,2021,Regular Season,12.85,27,0,0.0,4.3478260869565215,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,1628932,2021,Regular Season,33.1,71,0,0.0,2.44320617231033,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661319,1629498,2021,Regular Season,31.033333333333335,65,1,1.5384615384615385,2.1388040157136623,1611661328,17.135155949172123,17.190122272836252,0,99.11436272622257,101.26468472788301
1022100006,2021-05-15,1611661328,100720,2021,Regular Season,26.1,56,4,7.142857142857143,2.697841726618705,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,200676,2021,Regular Season,30.2,65,2,3.076923076923077,2.3391812865497075,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,203855,2021,Regular Season,17.016666666666666,37,2,5.405405405405405,4.392523364485982,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,204319,2021,Regular Season,35.166666666666664,74,0,0.0,3.83618455158113,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,1627668,2021,Regular Season,35.63333333333333,76,1,1.3157894736842106,2.574146614437605,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,1628886,2021,Regular Season,15.533333333333333,33,1,3.0303030303030303,3.210576015108593,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,1629478,2021,Regular Season,22.983333333333334,48,1,2.0833333333333335,2.6619343389529724,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,1629496,2021,Regular Season,14.166666666666666,29,0,0.0,2.860169491525424,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100006,2021-05-15,1611661328,1630461,2021,Regular Season,3.2,7,0,0.0,4.761904761904762,1611661319,14.684139784946236,17.190122272836252,0,98.31989247311827,101.26468472788301
1022100007,2021-05-16,1611661313,204296,2021,Regular Season,15.066666666666666,33,1,3.0303030303030303,1.6038492381716118,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,204334,2021,Regular Season,11.733333333333333,24,3,12.5,4.901960784313726,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,204335,2021,Regular Season,32.916666666666664,73,6,8.219178082191782,5.336426914153132,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,1628244,2021,Regular Season,22.583333333333332,51,0,0.0,3.5693724812895797,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,1629477,2021,Regular Season,31.483333333333334,69,8,11.594202898550725,5.005500550055006,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,1630119,2021,Regular Season,15.883333333333333,35,1,2.857142857142857,4.822043628013777,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,1630131,2021,Regular Season,28.116666666666667,63,0,0.0,3.473491773308958,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,1630446,2021,Regular Season,25.05,56,2,3.5714285714285716,2.2346368715083798,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661313,1630459,2021,Regular Season,17.166666666666668,36,1,2.7777777777777777,2.2189349112426036,1611661325,15.238095238095237,17.09549277232244,1,109.77225672877847,103.36726835892793
1022100007,2021-05-16,1611661325,202638,2021,Regular Season,18.266666666666666,40,2,5.0,4.416094210009813,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,202650,2021,Regular Season,27.333333333333332,61,6,9.836065573770492,3.045186640471513,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,202658,2021,Regular Season,29.716666666666665,64,2,3.125,3.215434083601286,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1627676,2021,Regular Season,22.283333333333335,51,2,3.9215686274509802,3.5665294924554183,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1628263,2021,Regular Season,9.3,22,0,0.0,2.8703703703703702,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1628909,2021,Regular Season,33.983333333333334,72,3,4.166666666666667,3.1062124248496996,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1628927,2021,Regular Season,15.566666666666666,33,2,6.0606060606060606,3.1125299281723864,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1629479,2021,Regular Season,26.55,59,3,5.084745762711864,3.14070351758794,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1630437,2021,Regular Season,6.55,13,0,0.0,3.125,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100007,2021-05-16,1611661325,1630438,2021,Regular Season,10.466666666666667,25,1,4.0,4.968944099378882,1611661313,14.903474903474903,15.978959347067782,1,106.33204633204633,101.94696107597396
1022100008,2021-05-16,1611661317,100940,2021,Regular Season,28.966666666666665,54,4,7.407407407407407,4.976141785957737,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,203035,2021,Regular Season,12.316666666666666,25,1,4.0,2.6024723487312946,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,203398,2021,Regular Season,35.86666666666667,68,2,2.9411764705882355,3.3500192529842128,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,203400,2021,Regular Season,36.96666666666667,72,3,4.166666666666667,3.8418913926856297,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,204332,2021,Regular Season,4.016666666666667,9,0,0.0,2.5210084033613445,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,1628915,2021,Regular Season,25.366666666666667,49,1,2.0408163265306123,2.7732463295269167,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,1629488,2021,Regular Season,35.4,68,2,2.9411764705882355,2.2754021184778344,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,1629501,2021,Regular Season,4.716666666666667,9,1,11.11111111111111,2.6923076923076925,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661317,1630136,2021,Regular Season,16.4,31,1,3.225806451612903,3.229527104959631,1611661323,18.600299401197606,17.402965663910972,1,93.30089820359281,96.9530105955993
1022100008,2021-05-16,1611661323,201886,2021,Regular Season,36.56666666666667,71,3,4.225352112676056,3.6252354048964217,1611661317,13.970365890535229,17.156115087117907,1,102.41911097671606,98.41467001977519
1022100008,2021-05-16,1611661323,201896,2021,Regular Season,36.96666666666667,70,2,2.857142857142857,3.11262026032824,1611661317,13.970365890535229,17.156115087117907,1,102.41911097671606,98.41467001977519
